zip,state,lat,lon
08205,NJ,39.0835,-74.9931
08225,NJ,40.8187,-73.8862
08246,NJ,40.8132,-74.5311
08266,NJ,40.8426,-73.9831
08286,NJ,40.2411,-74.506
08306,NJ,40.6776,-74.252
08326,NJ,40.8748,-73.9976
08346,NJ,41.059,-74.2041
08366,NJ,40.8076,-74.1884
08386,NJ,40.3868,-74.3308
08406,NJ,40.3465,-74.0692
08426,NJ,39.9908,-74.2046
08446,NJ,39.972,-75.1381
08466,NJ,39.3918,-74.2619
08486,NJ,40.3243,-74.2239
08507,NJ,40.1421,-74.8628
08527,NJ,39.0921,-74.7703
08547,NJ,40.6835,-74.0353
08567,NJ,40.8769,-74.6862
08587,NJ,41.0444,-73.8499
08607,NJ,40.4187,-74.6748
08627,NJ,40.4858,-74.349
08647,NJ,40.5424,-74.0275
08667,NJ,40.8618,-74.1328
08687,NJ,40.5117,-74.1199
08707,NJ,40.427,-74.377
08727,NJ,40.7642,-74.3823
08748,NJ,40.1754,-74.2305
08768,NJ,40.1672,-75.1975
08788,NJ,39.1589,-74.6688
08808,NJ,40.7294,-74.4997
08828,NJ,40.1711,-74.7701
08848,NJ,38.8697,-74.8816
08868,NJ,40.5206,-73.9307
08888,NJ,40.9572,-74.5519
08908,NJ,41.0665,-73.8607
08928,NJ,40.0847,-74.6418
08948,NJ,40.6828,-74.2633
08968,NJ,40.6592,-74.1023
10001,NY,42.8616,-73.577
10033,NY,40.6303,-74.1225
10066,NY,42.6855,-78.8012
10099,NY,43.1022,-77.4722
10132,NY,43.1726,-76.0302
10165,NY,40.9756,-74.0512
10197,NY,43.0196,-75.1376
10230,NY,40.874,-73.7391
10263,NY,42.5304,-76.3361
10296,NY,41.8547,-76.1192
10329,NY,42.6162,-73.9666
10362,NY,41.7865,-74.1058
10394,NY,41.5469,-74.1591
10427,NY,44.4955,-73.2336
10460,NY,43.1614,-73.6169
10493,NY,44.2,-75.8417
10526,NY,42.7566,-73.9462
10559,NY,40.891,-74.191
10591,NY,42.9646,-78.6785
10624,NY,43.1896,-77.3752
10657,NY,43.2461,-76.0496
10690,NY,40.8079,-73.9152
10723,NY,43.319,-75.1633
10756,NY,41.2453,-73.8747
10788,NY,42.4075,-76.3002
10821,NY,42.2336,-76.0063
10854,NY,42.6452,-74.1526
10887,NY,42.0654,-74.056
10920,NY,41.6167,-74.141
10952,NY,44.9273,-73.5706
10985,NY,43.0534,-73.7887
11018,NY,44.1891,-75.8555
11051,NY,42.4918,-73.7602
11084,NY,40.5347,-73.8716
11117,NY,42.7456,-78.8067
11149,NY,43.3629,-77.5011
11182,NY,42.8497,-76.3609
11215,NY,40.9669,-74.0234
11248,NY,43.0738,-75.0344
11281,NY,40.8584,-73.6927
11314,NY,42.6604,-76.4196
11346,NY,41.9819,-75.818
11379,NY,43.0165,-73.9023
11412,NY,41.9345,-73.7774
11445,NY,41.6957,-73.953
11478,NY,44.8715,-73.3124
11511,NY,43.2258,-73.7645
11543,NY,43.7265,-75.6836
11576,NY,42.8116,-73.7652
11609,NY,40.7464,-73.7885
11642,NY,42.8159,-78.7875
11675,NY,43.1069,-77.5427
11707,NY,43.2775,-76.3521
11740,NY,40.9485,-73.6682
11773,NY,42.8911,-75.2529
11806,NY,41.1673,-73.689
11839,NY,42.2823,-76.7322
11872,NY,42.0408,-76.0725
11904,NY,42.9121,-73.7414
11937,NY,41.9921,-74.0678
11970,NY,41.4928,-73.8546
12003,NY,44.8172,-73.6329
12036,NY,42.9296,-73.6747
12069,NY,44.0213,-75.9161
12101,NY,42.4341,-73.7359
12134,NY,40.6167,-73.989
12167,NY,43.0535,-78.9037
12200,NY,43.4045,-77.8403
12233,NY,42.8261,-76.0035
12266,NY,40.7026,-74.0896
12298,NY,43.2545,-75.149
12331,NY,41.0132,-73.6739
12364,NY,42.6311,-76.6774
12397,NY,42.1384,-75.7056
12430,NY,42.5826,-74.1188
12463,NY,42.0037,-74.0118
12495,NY,41.9094,-74.1481
12528,NY,44.8001,-73.6376
12561,NY,42.9192,-74.0096
12594,NY,43.8785,-75.7639
12627,NY,42.6307,-73.9209
12659,NY,40.7583,-73.8471
12692,NY,42.6896,-78.8798
12725,NY,43.3062,-77.7485
12758,NY,43.2003,-76.1843
12791,NY,41.087,-73.6576
12824,NY,43.1901,-75.3206
12856,NY,41.2719,-73.7249
12889,NY,42.2627,-76.3337
12922,NY,42.2453,-75.7859
12955,NY,42.8607,-74.0218
12988,NY,41.7372,-74.1768
13021,NY,41.658,-73.8229
13053,NY,44.7262,-73.4836
13086,NY,43.2959,-74.0143
13119,NY,43.7748,-75.737
13152,NY,42.7088,-73.6174
13185,NY,40.4706,-74.0125
13218,NY,42.6396,-79.0387
13250,NY,42.9512,-77.5329
13283,NY,43.2416,-76.1893
13316,NY,41.0849,-73.7624
13349,NY,43.1971,-75.3796
13382,NY,41.1039,-73.7514
13414,NY,42.4,-76.2829
13447,NY,42.154,-76.1492
13480,NY,42.6542,-73.9397
13513,NY,42.1519,-73.9338
13546,NY,41.8417,-73.9971
13579,NY,44.4518,-73.5851
13611,NY,42.8919,-73.7695
13644,NY,43.7726,-75.9797
13677,NY,42.7832,-73.7363
13710,NY,40.5724,-73.8708
13743,NY,42.9661,-78.9902
13776,NY,43.0035,-77.4605
13808,NY,43.1407,-75.9131
13841,NY,40.9184,-74.0605
13874,NY,43.186,-75.4611
13907,NY,41.1064,-73.8704
13940,NY,42.4113,-76.5848
13973,NY,42.2513,-75.7888
14005,NY,42.5859,-73.8194
14038,NY,42.1392,-74.1595
14071,NY,41.8431,-73.9285
14104,NY,44.5075,-73.2554
14137,NY,43.1938,-73.7382
14169,NY,43.8878,-76.0613
14202,NY,42.741,-73.8434
14235,NY,40.8523,-74.0929
14268,NY,42.6854,-78.7595
14301,NY,43.3415,-77.671
14334,NY,42.9084,-76.1619
14366,NY,40.9234,-73.7035
14399,NY,42.9234,-75.0188
14432,NY,41.0115,-73.8192
14465,NY,42.2622,-76.392
14498,NY,42.1647,-75.6802
14531,NY,42.6653,-74.126
14563,NY,42.0229,-74.2176
14596,NY,41.5187,-73.7452
14629,NY,44.6788,-73.6173
14662,NY,43.0049,-73.5914
14695,NY,44.0266,-75.7659
14728,NY,42.7216,-73.7004
14760,NY,40.5478,-73.7709
14793,NY,43.0639,-79.0852
14826,NY,43.3351,-77.6142
14859,NY,43.2959,-76.1016
14892,NY,41.0997,-74.0091
15001,PA,40.1533,-76.7837
15031,PA,39.9208,-74.9176
15062,PA,40.6542,-80.2255
15093,PA,40.5367,-75.3857
15124,PA,42.1218,-80.0886
15155,PA,40.5086,-75.7435
15186,PA,41.2208,-75.8656
15217,PA,40.81,-75.5302
15248,PA,39.872,-76.3011
15279,PA,41.1323,-75.6859
15310,PA,40.0054,-76.6859
15341,PA,41.0292,-77.847
15372,PA,39.8663,-77.2729
15403,PA,41.0296,-76.867
15433,PA,40.4152,-78.7283
15464,PA,41.4044,-80.0607
15495,PA,40.3635,-76.9396
15526,PA,39.9978,-74.9396
15557,PA,40.6091,-80.169
15588,PA,40.3989,-75.3249
15619,PA,42.209,-80.1081
15650,PA,40.5633,-75.8798
15681,PA,41.1619,-75.4275
15712,PA,40.704,-75.1451
15743,PA,39.9504,-76.1897
15774,PA,41.3631,-75.6526
15805,PA,39.9972,-76.872
15836,PA,40.5677,-77.7882
15866,PA,39.7425,-77.4533
15897,PA,41.0266,-76.7751
15928,PA,40.2674,-78.9726
15959,PA,41.4804,-79.9189
15990,PA,40.456,-77.0921
16021,PA,40.1288,-75.3337
16052,PA,40.5803,-80.1034
16083,PA,40.7347,-75.4132
16114,PA,41.9395,-80.0897
16145,PA,40.3019,-75.7737
16176,PA,41.3141,-75.5699
16207,PA,40.4415,-75.2877
16238,PA,40.2039,-76.2992
16268,PA,41.2407,-75.6886
16299,PA,39.9508,-76.6962
16330,PA,40.7549,-77.7318
16361,PA,39.9864,-77.1742
16392,PA,41.2083,-77.0381
16423,PA,40.0969,-79.0011
16454,PA,41.6232,-80.2893
16485,PA,40.3663,-77.0592
16516,PA,39.9503,-75.1004
16547,PA,40.4529,-80.1005
16578,PA,40.5771,-75.2866
16609,PA,42.118,-80.2608
16640,PA,40.1496,-75.7254
16671,PA,41.5798,-75.6509
16701,PA,40.5236,-75.5966
16732,PA,39.8262,-76.533
16763,PA,41.0497,-75.9188
16794,PA,39.7598,-76.6473
16825,PA,40.8276,-77.9833
16856,PA,39.7083,-77.4402
16887,PA,41.2429,-77.1941
16918,PA,40.4075,-79.0822
16949,PA,41.4825,-80.2049
16980,PA,40.0648,-76.6983
17011,PA,39.8514,-75.1216
17042,PA,40.4181,-79.9108
17073,PA,40.6703,-75.6077
17104,PA,42.3626,-79.8994
17134,PA,40.1793,-76.0844
17165,PA,41.5325,-75.6104
17196,PA,40.8117,-75.5673
17227,PA,40.0551,-76.5526
17258,PA,41.0542,-76.0454
17289,PA,39.9512,-76.6318
17320,PA,40.9778,-77.6271
17351,PA,39.8818,-77.2377
17382,PA,41.3004,-76.7641
17413,PA,40.2571,-78.8351
17444,PA,41.7365,-80.2039
17475,PA,40.1745,-77.0742
17506,PA,39.7095,-75.3592
17536,PA,40.1985,-79.7606
17567,PA,40.7879,-75.6356
17598,PA,42.2035,-80.0102
17629,PA,40.3036,-75.8639
17660,PA,41.554,-75.8169
17691,PA,40.5264,-75.3888
17722,PA,40.0249,-76.5446
17753,PA,41.079,-76.0551
17784,PA,40.0639,-76.4958
17815,PA,40.7791,-77.6801
17846,PA,39.8735,-77.3804
17877,PA,41.2759,-76.8342
17908,PA,40.1022,-79.1681
17939,PA,41.7066,-80.0449
17969,PA,40.5129,-76.7124
18000,PA,40.0711,-75.1173
18031,PA,40.4678,-80.1005
18062,PA,40.6021,-75.4971
18093,PA,42.1747,-80.0294
18124,PA,40.425,-75.7686
18155,PA,41.403,-75.5553
18186,PA,40.6401,-75.4095
18217,PA,39.9458,-76.5237
18248,PA,41.4423,-75.9227
18279,PA,39.9493,-76.7303
18310,PA,41.0129,-77.9366
18341,PA,39.9297,-77.4707
18372,PA,41.1352,-77.155
18402,PA,40.2486,-79.0559
18433,PA,41.5013,-79.9469
18464,PA,40.1928,-76.8356
18495,PA,40.1238,-75.0867
18526,PA,40.2562,-80.0992
18557,PA,40.7141,-75.2603
18588,PA,42.2957,-79.9985
18619,PA,40.453,-75.7789
18650,PA,41.5589,-75.4901
18681,PA,40.6868,-75.4793
18712,PA,40.1625,-76.222
18743,PA,41.0604,-76.0316
18774,PA,40.0155,-76.9272
18804,PA,40.7514,-77.6131
18835,PA,39.7327,-77.3764
18866,PA,41.0147,-77.242
18897,PA,40.5172,-78.9935
18928,PA,41.4707,-79.9874
18959,PA,40.4704,-77.1207
18990,PA,39.7344,-75.1999
19021,PA,40.4994,-80.1856
19052,PA,40.4704,-75.6113
19083,PA,42.0494,-80.1575
19114,PA,40.109,-75.738
19145,PA,41.2927,-75.8368
19176,PA,40.721,-75.3628
19207,PA,40.1226,-76.2023
19237,PA,41.4592,-75.9124
19268,PA,39.9412,-76.5569
19299,PA,40.5989,-78.0571
19330,PA,39.8862,-77.09
19361,PA,41.4649,-76.8393
19392,PA,40.0977,-79.1193
19423,PA,41.7064,-79.966
19454,PA,40.4787,-77.0582
19485,PA,39.8487,-75.1944
19516,PA,40.4435,-79.8796
19547,PA,40.408,-75.4167
19578,PA,42.0465,-80.2662
19609,PA,40.51,-75.9573
19701,DE,39.0932,-75.4136
19706,DE,39.8775,-75.506
19712,DE,39.4762,-75.9734
19717,DE,39.2783,-75.6574
19723,DE,39.3868,-75.7183
19728,DE,38.9936,-75.4349
19734,DE,38.6123,-75.7244
19740,DE,38.8176,-75.5788
19745,DE,39.7043,-75.7061
19751,DE,38.8638,-75.1461
19756,DE,38.8046,-75.3033
19762,DE,39.6098,-75.5171
19767,DE,38.912,-75.6237
19773,DE,39.5947,-75.7212
19779,DE,39.5615,-75.8356
19784,DE,39.2035,-75.5928
19790,DE,39.1376,-75.6643
19795,DE,39.0144,-75.4276
19801,DE,38.808,-75.4579
19807,DE,38.4761,-75.2048
19812,DE,39.5105,-75.8383
19818,DE,38.9852,-74.9583
19823,DE,38.7589,-75.0393
19829,DE,39.7669,-75.608
19834,DE,38.9658,-75.764
19840,DE,39.6515,-75.3891
19846,DE,39.7428,-75.5837
19851,DE,39.6595,-75.9222
19857,DE,39.472,-75.7327
19862,DE,38.957,-75.4157
19868,DE,38.5892,-75.7059
19873,DE,38.6099,-75.4692
19879,DE,39.5734,-75.5925
19885,DE,38.5816,-75.1344
19890,DE,38.924,-75.1513
19896,DE,39.7759,-75.4073
19901,DE,39.3157,-75.6563
19907,DE,39.5623,-75.6912
19913,DE,39.7349,-75.6196
19918,DE,39.5274,-75.8777
19924,DE,39.4362,-75.6073
19929,DE,39.0398,-75.2978
19935,DE,38.6158,-75.3989
19940,DE,38.7223,-75.3181
19946,DE,39.8016,-75.4156
19952,DE,38.8382,-75.3139
19957,DE,38.5051,-75.1049
19963,DE,39.5636,-75.6795
19968,DE,38.9363,-75.5207
19974,DE,39.6443,-75.5638
20001,DC,38.6856,-76.8711
20012,DC,38.6956,-76.8548
20024,DC,39.0848,-76.9794
20036,DC,38.9107,-77.0555
20048,DC,38.9344,-76.891
20060,DC,39.1051,-77.062
20072,DC,39.0621,-76.961
20084,DC,38.818,-77.0491
20096,DC,38.7326,-77.256
20101,VA,37.4118,-77.4163
20108,DC,38.709,-76.8373
20120,DC,38.8289,-76.9297
20131,VA,37.0562,-75.8955
20132,DC,38.9095,-77.2006
20144,DC,38.7811,-77.068
20156,DC,38.8769,-77.0255
20161,VA,36.725,-76.1922
20168,DC,38.7366,-77.1005
20180,DC,38.7986,-77.0825
20192,DC,38.8264,-76.988
20192,VA,36.878,-76.2335
20204,DC,39.0518,-76.9632
20216,DC,38.6902,-77.2396
20222,VA,38.8223,-77.1802
20228,DC,38.9964,-77.1448
20240,DC,39.0191,-76.9586
20252,DC,39.1104,-76.8503
20252,VA,37.0583,-76.72
20264,DC,38.8239,-76.9955
20276,DC,38.7279,-77.112
20283,VA,38.9897,-77.2619
20288,DC,39.141,-76.9377
20300,DC,38.8532,-76.9894
